ID,ro,rmy,source,len_ro,len_rmy,ratio
,"Cînd veţi auzi de războaie şi de răscoale, să nu vă spăimîntaţi; pentrucă întîi trebuie să se întîmple aceste lucruri. Dar sfîrşitul nu va fi îndată.","Kana ashunena ke marenpe ai vieste kai marenpe ande uni thana, Na Daran; ke kodia musai te kerdiol, numa nai inker o gor.",uedin,26,23,0.8846153846153846
,",,Apoi``, le -a zis El, ,,un neam se va scula împotriva altui neam, şi o împărăţie împotriva altei împărăţii.","Antunchi O Jesus phendia lenge, ""Iek them marelape aver themesa; ai iek amperetsia marelape avria amperetsiasa:",uedin,19,16,0.8421052631578947
,"Pe alocurea vor fi mari cutremure de pămînt, foamete şi ciumi; vor fi arătări înspăimîntătoare, şi semne mari în cer.","Ai izdrala e phuv zurales, ai ande but thana chi avela dosta te xan, ai avela but naswalimos, ai kerdionape zhungale bucha kai chi mai dichilia, ai avela bare semnuria ando cheri.",uedin,20,32,1.6
,"Dar înainte de toate acestea, vor pune mînile pe voi, şi vă vor prigoni: vă vor da pe mîna sinagogelor, vă vor arunca în temniţe, vă vor tîrî înaintea împăraţilor şi înaintea dregătorilor, din pricina Numelui Meu.","Numa mai anglal sar kodola dieli, lena tume le manush ai chinuina tume, dena tume kal synagoguria, thona tume andel temnitsi, angerena tume anglal la amperatsi ai le bare le foroske pala murho anav.",uedin,37,34,0.918918918918919
,Aceste lucruri vi se vor întîmpla ca să fiţi mărturie.,Kodola kerdiona tumenge saxke te aven marturia.,uedin,10,7,0.7
,"Ţineţi bine minte, să nu vă gîndiţi mai dinainte ce veţi răspunde;","Na gindin tume mai anglal so te phenen, ai na daran.",uedin,12,11,0.9166666666666666
,"căci vă voi da o gură şi o înţelepciune, căreia nu -i vor putea răspunde, nici sta împotrivă toţi protivnicii voştri.","Ke dava tume le vorbi ai e goji, kai tumare duzhmaia nashti den ando gor vai te mothon ke nai kadia.",uedin,21,21,1.0
,"Veţi fi daţi în mînile lor pînă şi de părinţii, fraţii, rudele şi prietenii voştri; şi vor omorî pe mulţi dintre voi.","Vi tumaro dat ai tumari dei purhila tume, ai tumare phral, ai tumare niamuria, ai tumare vortacha; ai mudaren buten anda tumende.",uedin,22,22,1.0
,Veţi fi urîţi de toţi din pricina Numelui Meu.,Avena gratsia savorhenge pala murho anav.,uedin,9,6,0.6666666666666666
,Dar nici un păr din cap nu vi se va pierde.,Numa chi xasavola chi iek bal anda tumaro shero.,uedin,11,9,0.8181818181818182
,"Prin răbdarea voastră, vă veţi cîştiga sufletele voastre.",Ai kai inkerena zhando gor tume skepina tumaro traio le Devlesa.,uedin,8,11,1.375
,"Cînd veţi vedea Ierusalimul înconjurat de oşti, să ştiţi că atunci pustiirea lui este aproape.","Kana dikhena ke le thema chidenape te marenpe pe Jerusalem, antunchi zhanen ke Jerusalem sigo avela peradi.",uedin,15,17,1.1333333333333333
,"Atunci, cei din Iudea să fugă la munţi, cei din mijlocul Ierusalimului să iasă afară din el, şi cei de prin ogoare să nu intre în el.",Antunchi kodola kai si ande Judea trobula te nashen andel plaia; ai kodola kai si mashkaral ande Jerusalem trobula te zhantar; ai kodola kai si ande niva te na aven andel foruria.,uedin,27,32,1.1851851851851851
,"Căci zilele acelea vor fi zile de răzbunare, ca să se împlinească tot ce este scris.","Ke kodola diesa avena diesa chorhe, ai te kerdiol so godi sas ramome.",uedin,16,13,0.8125
,"Vai de femeile cari vor fi însărcinate, şi de cele ce vor da ţîţă în acele zile! Pentrucă va fi o strîmtorare mare în ţară, şi mînie împotriva norodului acestuia.","Nasul le zhuvliange kai si pharia glatasa, ai kodolen kai si le glate pe chuchi ande kodola dies! Ai avela baro nekazo ando them, ai xoli pe kado narodo.",uedin,30,29,0.9666666666666667
,"Vor cădea supt ascuţişul săbiei, vor fi luaţi robi printre toate neamurile; şi Ierusalimul va fi călcat în picioare de neamuri, pînă se vor împlini vremurile neamurilor.","Le manush avena mudarde katar e sabia, ai aver avena line ai thode ande temnitsa mashkar sa le thema; ai le manush kai Nai Zhiduvuria phiren le punrhensa pai Jerusalem, zhi kai getolpe lenge vriama.",uedin,27,35,1.2962962962962963
,"Vor fi semne în soare, în lună şi în stele. Şi pe pămînt va fi strîmtorare printre neamuri, cari nu vor şti ce să facă la auzul urletului mării şi al valurilor;","""Kerdiola semnuria ando kham, ai ando shunuto, ai andal chererhaia; ai pe phuv avela dar mashkar le thema, kai chi mai zhanena so te keren. E maria ai le talazuria keren bunto;",uedin,32,32,1.0
,"oamenii îşi vor da sufletul de groază, în aşteptarea lucrurilor cari se vor întîmpla pe pămînt; căci puterile cerurilor vor fi clătinate.",le manush merena daratar ke zhanena so kerdiola pe phuv; ke e putiera le chereski izdrala.,uedin,22,16,0.7272727272727273
,Atunci vor vedea pe Fiul omului venind pe un nor cu putere şi slavă mare.,Antunchi dikhena sar O Shav le Manushesko avela pel nuveria putierasa ai barimasa.,uedin,15,13,0.8666666666666667
,"Cînd vor începe să se întîmple aceste lucruri, să vă uitaţi în sus, şi să vă ridicaţi capetele, pentru că izbăvirea voastră se apropie.``","Kana kadala dieli nachinaina te kerdiol, antunchi dikhen opre, ai vazden tumaro shero, ke tumaro skepimos pashelo.""",uedin,24,17,0.7083333333333334
,"Şi le -a spus o pildă: ,,Vedeţi smochinul şi toţi copacii.","O Jesus phendia lenge ek paramichi, ""Dikhen e pruing le figengi, ai sa le khash;",uedin,11,15,1.3636363636363635
,"Cînd înfrunzesc, şi -i vedeţi, voi singuri cunoaşteţi că de acum vara este aproape.","sar barion ai anklen patria, tume dikhen ai zhanen ke o milai pashelo.",uedin,14,13,0.9285714285714286
,"Tot aşa, cînd veţi vedea întîmplîndu-se aceste lucruri, să ştiţi că Împărăţia lui Dumnezeu este aproape.","Sakadia, kana dikhena kadala dieli ke kerdion, zhanen ke e amperetsia le Devleski pashela.",uedin,16,14,0.875
,"Adevărat vă spun că nu va trece neamul acesta, pînă cînd se vor împlini toate aceste lucruri.","Chachimasa, phenav tumenge, kadia vitsa chi nakhela zhi pon chi kerdion kadala dieli.",uedin,17,13,0.7647058823529411
,"Cerul şi pămîntul vor trece, dar cuvintele Mele nu vor trece.","O cheri ai e lumia nakhena, numa murhe vorbi shoxar chi nakhena.",uedin,11,12,1.0909090909090908
,"Luaţi seama la voi înşivă, ca nu cumva să vi se îngreuieze inimile cu îmbuibare de mîncare şi băutură, şi cu îngrijorările vieţii acesteia, şi astfel ziua aceea să vină fără veste asupra voastră.","Arakhen tume! Na meken tumaro ilo te pherdiol pachiva ai mol, ai nekazo kadale traiosko, ai kodo dies avela pe tumende kana chi zhanen.",uedin,34,24,0.7058823529411765
,Căci ziua aceea va veni ca un laţ peste toţi ceice locuiesc pe toată faţa pămîntului.,Ke kodo dies avela sar iek selia pe sa kodola kai beshen pe sa e lumia.,uedin,16,16,1.0
,"Vegheaţi dar în tot timpul, şi rugaţi-vă, ca să aveţi putere să scăpaţi de toate lucrurile acestea, cari se vor întîmpla, şi să staţi în picioare înaintea Fiului omului.``","Arakhen tume! Ai rhugin tume sagda, saxke te avel tume zor te na kerdiol tumenge sa kadala dieli, ai te beshen ande punrhende angla Shav le Manushesko.""",uedin,29,27,0.9310344827586207
,"Ziua, Isus învăţa pe norod în Templu, iar noaptea Se ducea de o petrecea în muntele care se cheamă muntele Măslinilor.",E diese O Jesus sicharelas ande tamplo; ai e riat zhalas te beshel pe plaiin kai busholas Masleni.,uedin,21,18,0.8571428571428571
,"Şi tot norodul venea dis de dimineaţă la El în Templu, ca să -L asculte.",Ai sa o narodo diminiatsi avile leste ande tampla te ashunen leste.,uedin,15,12,0.8
,Preoţii cei mai de seamă şi cărturarii căutau un mijloc cum să omoare pe Isus; căci se temeau de norod.,Ai le bare rasha ai le Gramnoturia rodenas sar te mudaren les; ke daranas katar o narodo.,uedin,20,17,0.85
,"Dar Satana a intrat în Iuda, zis şi Iscarioteanul, care era din numărul celor doisprezece.","Antunchi o beng gelo ande Judas, kai akharenas les Iscariot, kai sas ek andal desh u dui disipluria.",uedin,15,18,1.2
,Iuda s'a dus să se înţeleagă cu preoţii cei mai de seamă şi cu căpeteniile străjerilor Templului cum să -L dea în mînile lor.,"Ai o Judas gelo kal le bare rasha ai kal le bare le ketanenge, te del les ande lenge vas.",uedin,24,20,0.8333333333333334
,"Ei s'au bucurat, şi au căzut la învoială să -i dea bani.","Kodola manush raduisaile, ai shinade te den les love.",uedin,12,9,0.75
,"După ce le -a făgăduit că li -L va da în mîni, Iuda căuta un prilej nimerit să dea pe Isus în mînile lor, fără ştirea norodului.","Ai o Judas shinadia te lel le love, ai rodias sar te del les ande lenge vas, bi te zhanel o narodo.",uedin,27,22,0.8148148148148148
,"Ziua praznicului Azimilor, în care trebuiau jertfite Paştele, a venit.","Antunchi o dies le manrhesko bi drozhdengo avilo, kana trobulas te mudaren le bakriorhan,",uedin,10,14,1.4
,"Şi Isus a trimes pe Petru şi pe Ioan, şi le -a zis: ,,Duceţi-vă de pregătiţi-ne Paştele, ca să mîncăm.``","ai O Jesus tradia le Petres ai le Ioanos, phenelas, ""Zhan ai lasharen amende O Dies O Baro le Zhidovongo te xas.""",uedin,20,22,1.1
,",,Unde voieşti să pregătim?`` L-au întrebat ei.","Ai won phende leske, ""Kai manges te lasharas?""",uedin,7,8,1.1428571428571428
,"El le -a răspuns: ,,Iată, cînd veţi intra în cetate, vă va ieşi înainte un om, ducînd un ulcior cu apă; mergeţi după el în casa în care va intra,","Wo phendia lenge, ""Ashun, kana aresena ando foro, arakhena ieke manushes kai si les iek vaza paieske; len tume pala leste ando kher kai zhala.",uedin,30,25,0.8333333333333334
,"şi spuneţi stăpînului casei: ,Învăţătorul îţi zice: Unde este odaia pentru oaspeţi, în care să mănînc Paştele cu ucenicii Mei?`","Ai phenena le gazdaske kodole kheresko, ""Amaro gazda phenel tuke, 'Kai o than kai trobul te xav O Dies O Baro le Zhidovongo murhe displonsa?'""",uedin,20,25,1.25
,"Şi are să vă arate o odae mare de sus, aşternută gata: acolo să pregătiţi Paştele.``",Wo sikavela tumenge iek bari soba opre kai si swako fielo andre; kotse lasharena.,uedin,16,14,0.875
,"Ei au plecat, şi au găsit aşa cum le spusese El. Şi au pregătit Paştele.","Geletar, ai arakhle sar phendiasas lenge; ai lasharde O Dies O Baro le Zhidovongo.",uedin,15,14,0.9333333333333333
,"Cînd a sosit ceasul, Isus a şezut la masă cu cei doisprezece apostoli.","Ai kana o chaso avilo, wo beshlo kai skafidi le desh u do disiplonsa.",uedin,13,14,1.0769230769230769
,"El le -a zis: ,,Am dorit mult să mănînc Paştele acestea cu voi înainte de patima Mea;","O Jesus phendia lenge, ""Drago sas mange te xav kadia Dies O Baro le Zhidovongo tumensa mai anglal sar te chinuiv.",uedin,17,21,1.2352941176470589
,"căci vă spun, că de acum încolo, nu le voi mai mînca, pînă la împlinirea lor în Împărăţia lui Dumnezeu.``","Ke phenav tumenge, chi mai xava tumensa, zhi kai kerdiol ande e amperetsia le Devleski.""",uedin,20,15,0.75
,"Şi a luat un pahar, a mulţămit lui Dumnezeu, şi a zis: ,,Luaţi paharul acesta, şi împărţiţi -l între voi;","Lia e kuchi, ai dias naisimos, ai phendia, ""Len, ai pen savorhe anda late.""",uedin,20,14,0.7
,"pentrucă vă spun că nu voi mai bea de acum încolo din rodul viţei, pănă cînd va veni Împărăţia lui Dumnezeu.``","Ke phenav tumenge, chi mai piiava andai fruta le struguroski, zhi kai e amperetsia le Devleski avel.",uedin,21,17,0.8095238095238095
,"Apoi a luat pîne; şi, după ce a mulţămit lui Dumnezeu, a frînt -o, şi le -a dat -o zicînd: ,,Acesta este trupul Meu, care se dă pentru voi; să faceţi lucrul acesta spre pomenirea Mea.``","Antunchi lia manrho, ai dias naisimos, phaglia les, ai dia lende, phenelas, ""Kako si murho stato kai si dino tumenge; keren kadia te seren tume pa mande.""",uedin,36,27,0.75
,"Tot astfel, dupăce au mîncat, a luat paharul, şi li l -a dat, zicînd: ,,Acest pahar este legămîntul cel nou, făcut în sîngele Meu, care se varsă pentru voi.``","Sakadia kana getosarde te xan manrho, wo lia e kuchi, phenelas, ""Kacha kuchi ai o nevo kontrakto ando murho rat, kai shordilo pala tumende.""",uedin,29,24,0.8275862068965517
,",,Dar iată că mîna vînzătorului Meu este cu Mine la masa aceasta.","Ashun! Kodo kai purhila ma, katse lo kai skafidi mansa.",uedin,12,10,0.8333333333333334
,"Negreşit, Fiul omului Se duce, după cum este rînduit. Dar vai de omul acela prin care este vîndut El!``","Ai chaches O Shav le Manushesko trobul te merel sar O Del manglia; numa nasul avela kodoleske kai purhila les!""",uedin,19,20,1.0526315789473684
,Şi au început să se întrebe unii pe alţii cine din ei să fie acela care va face lucrul acesta.,"Ai porme denaspe duma mashkar pende, savo si anda lende kai purhila les.",uedin,20,13,0.65
,"Între apostoli s'a iscat şi o ceartă, ca să ştie care din ei avea să fie socotit ca cel mai mare?",Won marenas mui mashkar pende te zhanen savo anda lende avela o mai baro.,uedin,21,14,0.6666666666666666
,"Isus le -a zis: ,,Împăraţii Neamurilor domnesc peste ele; şi celorce le stăpînesc, li se dă numele de binefăcători.","O Jesus phendia lenge, ""Le amperatsi kadala lumiake si le putiera pe pengo narodo, ai kodola manush bushon ""Vortacha le manushenge.""",uedin,19,21,1.105263157894737
,"Voi să nu fiţi aşa. Ci cel mai mare dintre voi, să fie ca cel mai mic; şi celce cîrmuieşte, ca celce slujeşte.",Numa te na avel tumenge sakadia; numa o mai baro kai si mashkar tumende musai avel sar o mai tsinorho; ai kuko kai si baro musai avel sar kuko sluga.,uedin,23,30,1.3043478260869565
,"Căci care este mai mare: cine stă la masă, sau cine slujeşte la masă? Nu cine stă la masă? Şi Eu totuş, sînt în mijlocul vostru ca celce slujeşte la masă.","Kon si o mai baro, kodo kai beshel kai skafidi vai kodo kai podail? Kodo si kai skafidi numa me sim mashkar tumende sar kodo kai podail.",uedin,31,27,0.8709677419354839
,"Voi sînteţi aceia, cari aţi rămas necontenit cu Mine în încercările Mele.",Tume san kodola kai rhevdisardian mansa kana avilo zumaimos pe mande.,uedin,12,11,0.9166666666666666
,"De aceea vă pregătesc Împărăţia, după cum Tatăl Meu Mi -a pregătit -o Mie,","Anda kodia si ma e amperetsia te dav tumen, sar murho Dat dia man.",uedin,14,14,1.0
,"ca să mîncaţi şi să beţi la masa Mea în Împărăţia Mea, şi să şedeţi pe scaune de domnie, ca să judecaţi pe cele douăsprezece seminţii ale lui Israel.``",Saxke te xan ai te pen kai murhi skafidi ande murhi amperetsia; ai te beshen pel bare skamina te den kris le desh u dui vitsi le Israelonge.,uedin,29,28,0.9655172413793104
,"Domnul a zis: ,,Simone, Simone, Satana v'a cerut să vă cearnă ca grîul.","Ai O Jesus phendia, ""Simon, Simon Ashun! O beng manglia te sai chinol tu, sar chinolpe o jiv te thol les rigate katar le suluma;",uedin,13,25,1.9230769230769231
,"Dar Eu M'am rugat pentru tine, ca să nu se piardă credinţa ta; şi dupăce te vei întoarce la Dumnezeu, să întăreşti pe fraţii tăi.``","Numa rhugisailem anda tute, te na rimolpe cho pachamos. Ai kana avesa palpale mande. Tu musai zhutis che phralen te aven mai zurale.""",uedin,25,23,0.92
,",,Doamne``, I -a zis Petru, ,,cu Tine sînt gata să merg chiar şi în temniţă şi la moarte.``","O Petri phendia leske, ""Devla, me zhav tusa, ande temnitsa, ai kai martia!""",uedin,18,13,0.7222222222222222
,"Şi Isus i -a zis: ,,Petre, îţi spun că nu va cînta astăzi cocoşul, pînă te vei lepăda de trei ori că nu Mă cunoşti.``","Ai O Jesus phendia, ""Petri, phenav tuke, o kurkorsho chi bashel adies, kai tu phenesa trivar ke chi zhanes ma.""",uedin,25,20,0.8
,"Apoi le -a mai zis: ,,Cînd v'am trimes fără pungă, fără traistă, şi fără încălţăminte, aţi dus voi lipsă de ceva? ,,De nimic``, I-au răspuns ei.","Ai mai phendia lenge, ""Kana tradem tumen bi lovengo, bi gonesko, ai bi papuchengo, trobulsardia tume vari so?"" Won phende, ""Kanchi.""",uedin,26,21,0.8076923076923077
,"Şi El le -a zis: ,,Acum, dimpotrivă, cine are o pungă, s'o ia; cine are o traistă, deasemenea s'o ia; şi cine n'are sabie, să-şi vîndă haina, şi să-şi cumpere o sabie.","Antunchi phendia lenge, ""Numa, akana, kodo kai si les love, lel les, ai vi lesko gono; ai kodo kai nai les sabia, mek te bichinel peske raxami, ai chinel iek sabia.",uedin,32,31,0.96875
,"Căci vă spun că trebuie să se împlinească cu Mine aceste cuvinte scrise: ,El a fost pus în numărul celor fărădelege.` Şi lucrurile privitoare la Mine, sînt gata să se împlinească.``","Ke phenav tumenge, o ramomos kai phenel, ""Wo sas mashkar le chorenge,"" Musai te kerdiol vorta pa mande. Ke kadia kai sas ramome pa mande avela, chachimasa.""",uedin,31,27,0.8709677419354839
,",,Doamne``, I-au zis ei, ,,iată aici două săbii.`` Şi El le -a zis: ,,Destul!``","Won phende, ""Devla, Dikh! Katse si dui sebi."" O Jesus phendia leske, ""Dosta si!""",uedin,14,14,1.0
,"După ce a ieşit afară, S'a dus, ca de obicei, în muntele Măslinilor. Ucenicii Lui au mers după El.","Ai avilo avri anda foro, sar kerelas butivar, gelo po Plai le Maslinenge; ai leske disipluria linepe pala leste.",uedin,19,19,1.0
,"Cînd a ajuns la locul acela, le -a zis: ,,Rugaţi-vă, ca să nu cădeţi în ispită.``","Kana areslo po than, phendia lenge, ""Rhugin tume saxke te na peren ando zumaimos.""",uedin,16,14,0.875
,"Apoi S'a depărtat de ei ca la o aruncătură de piatră, a îngenuncheat, şi a început să Se roage,","Ai porme durilo lendar xantsi tu sai shudes ek bax. Ai thodiape pe changende, ai rhugisailo,",uedin,19,16,0.8421052631578947
,"zicînd: ,,Tată, dacă voieşti, depărtează paharul acesta dela Mine! Totuş, facă-se nu voia Mea, ci a Ta.``","phenelas, ""Murho Dat, te sai mek te nakhel kadia kuchi mandar; numa na murhi voia, chiri voia te avel kerdi.""",uedin,17,20,1.1764705882352942
,"Atunci I s'a arătat un înger din cer, ca să -L întărească.",Strazo iek angelo anda rhaio avilo leste te del les zor.,uedin,12,11,0.9166666666666666
,"A ajuns într'un chin ca de moarte, şi a început să Se roage şi mai fierbinte; şi sudoarea I se făcuse ca nişte picături mari de sînge, cari cădeau pe pămînt.","Sar chinolas, rhugilaspe mai zurales; ai le paia kai zhanas pa leste kerdionas sar bambi rateske kai perenas pe phuv.",uedin,31,20,0.6451612903225806
,"După ce S'a rugat, S'a sculat, şi a venit la ucenici; i -a găsit adormiţi de întristare,","Kana rhugisailo wushtilo opre, ai avilo palpale ka peske disipluria, ai arakhlia le sovenas, kai nekezhinas.",uedin,17,16,0.9411764705882353
,"şi le -a zis: ,,Pentruce dormiţi? Sculaţi-vă şi rugaţi-vă, ca să nu cădeţi în ispită.``","Ai phendia lenge, ""Sostar soven? Wushten opre ai rhugin tume, te na peren ando zumaimos.""",uedin,15,15,1.0
,"Pe cînd grăia El încă, iată că a venit o gloată. Şi cel ce se chema Iuda, unul din cei doisprezece, mergea în fruntea lor. El s'a apropiat de Isus, ca să -L sărute.","Sar delas duma inker, o narodo avilo ai kodo kai busholas Judas, iek andal desh u dui disipluria, wo sas anglal, ai pashilo pasha Jesus te chumidel les.",uedin,34,28,0.8235294117647058
,"Şi Isus i -a zis: ,,Iudo, cu o sărutare vinzi tu pe Fiul omului?``","Ai O Jesus phendia leske, ""Judas, pala kako chumidimos purhidian O Shav le Manushesko?""",uedin,14,14,1.0
,"Ceice erau cu Isus, au văzut ce avea să se întîmple, şi au zis: ,,Doamne, să lovim cu sabia?``","Kana kodola kai sas le Jesusosa, dikhle so kerdilia, phende leske, ""Devla, trobul te das la sabiasa?""",uedin,19,17,0.8947368421052632
,"Şi unul din ei a lovit pe robul marelui preot, şi i -a tăiat urechea dreaptă.","Ai iek anda lende dia la sabiasa, o sluga le bare rashasko, ai shindia lesko chacho khan.",uedin,16,17,1.0625
,"Dar Isus a luat cuvîntul, şi a zis: ,,Lăsaţi -i! Pînă aici!`` Şi S'a atins de urechea omului aceluia, şi l -a vindecat.","Numa O Jesus phendia, ""Aterdion! Dosta si."" Ai azbadia o khan pe kodole manushesko ai sastilo.",uedin,23,16,0.6956521739130435
,"Isus a zis apoi preoţilor celor mai de seamă, căpeteniilor străjerilor Templului şi bătrînilor, cari veniseră împotriva Lui: ,,Aţi ieşit după Mine ca după un tîlhar, cu săbii şi cu ciomege?","Antunchi O Jesus phendia le bare le rashange, ai le barenge kai poronchinas la tamplaske, ai le mai phure, kai sas lesa. ""Tume avilian, sar pala iek chor, le sabiensa, ai le khashtensa?""",uedin,31,33,1.064516129032258
,"În toate zilele eram cu voi în Templu, şi n'aţi pus mîna pe Mine. Dar acesta este ceasul vostru şi puterea întunerecului.``","Swako dies simas tumensa ande tampla, ai chi thodian o vas pe mande; numa si tumaro chaso, ai putiera le tuniarikoski.""",uedin,22,21,0.9545454545454546
,"Dupăce au pus mîna pe Isus, L-au dus şi L-au băgat în casa marelui preot. Petru mergea după El de departe.","Antunchi line les, angerde les ando kher le baro le rashasko. Ai o Petri liape pala lende de dural.",uedin,21,19,0.9047619047619048
,Au aprins un foc în mijlocul curţii şi au şezut jos. Petru s'a aşezat şi el printre ei.,"Kerde iag mashkar e bar, ai beshle tele andek than, o Petri beshelas tele mashkar lende.",uedin,18,16,0.8888888888888888
,"O slujnică l -a văzut cum şedea la para focului, s'a uitat ţintă la el, şi a zis: ,,Şi omul acesta era cu El.``","Ek sluga dikhlia le Petres pashai iag, ai dikhelas pe leste, ai phendia, ""Vi kado manush sas lesa.""",uedin,24,18,0.75
,"Dar Petru s'a lepădat, şi a zis: ,,Femeie, nu -L cunosc.``","Numa o Petri phendia, ""Zhuvlio, chi zhanav les.""",uedin,11,8,0.7272727272727273
,"Peste puţin, l -a văzut un altul şi a zis: ,,Şi tu eşti unul din oamenii aceia.`` Iar Petru a zis: ,,Omule, nu sînt dintre ei.``","Pala kodia aver sluga dikhlia les, ai phendia, ""Vi tu sanas lensa."" O Petri phendia, ""Manusha, chi sim me.""",uedin,26,19,0.7307692307692307
,"Cam după un ceas, un altul întărea acelaş lucru, şi zicea: ,,Nu mai încape îndoială că şi omul acesta era cu El, căci este Galilean.``","Iek chaso pala kodia, aver manush phendia, ""Suguro ke kado manush sas lesa; ke wo si Galilean.""",uedin,25,17,0.68
,"Petru a răspuns: ,,Omule, nu ştiu ce zici.`` Chiar în clipa aceea, pe cînd vorbea el încă, a cîntat cocoşul.","Ai o Petri phendia, ""Manusha, chi zhanav so phenes, ai strazo sar delas duma o kurkorsho bashlo.",uedin,20,17,0.85
,"Domnul S'a întors, şi S'a uitat ţintă la Petru. Şi Petru şi -a adus aminte de vorba pe care i -o spusese Domnul: ,,Înainte ca să cînte cocoşul te vei lepăda de Mine de trei ori.``","Ai O Jesus boldinisailo, dikhlia po Petri, ai o Petri diape goji ka le vorbi kai O Jesus phendiasas leske, mai anglal sar te bashel o kurkorsho, tu phenesa trivar ke chi zhanes ma.""",uedin,36,34,0.9444444444444444
,"Şi a ieşit afară, şi a plîns cu amar.","Ai o Petri anklisto avri, ai ruia zurales.",uedin,9,8,0.8888888888888888
,"Oamenii, cari păzeau pe Isus, Îl batjocoreau şi -L băteau.","Ai le manush kai ankerenas le Jesusos, marenas mui lestar, ai marenas les,",uedin,10,13,1.3
,"L-au legat la ochi, Îl loveau peste faţă, şi -L întrebau, zicînd: ,,Prooroceşte, cine Te -a lovit?``","ai kana thode derza pe lesko mui, marde les palmi pe lesko mui ai phushle, ""Kon mudardia tu?""",uedin,17,18,1.0588235294117647
,Şi rosteau împotriva Lui multe alte batjocori.,Ai phende leske but zhangale vorbi ai asanas lestar.,uedin,7,9,1.2857142857142858
,"Cînd s'a făcut ziuă, bătrînii norodului, preoţii cei mai de seamă şi cărturarii s'au adunat împreună, şi au adus pe Isus în Soborul lor. Ei I-au zis:","Kana phuterdilo o dies, le bare rasha, ai le phure le manushenge, ai le Gramnoturia avile andek than, ai ningerde les anglai kris. Phenenas,",uedin,27,24,0.8888888888888888
,",,Dacă eşti Tu Hristosul, spune-ne!`` Isus le -a răspuns: ,,Dacă vă voi spune, nu veţi crede;","""Te san tu O Kristo? Phen amenge,"" O Jesus phendia lenge, ""Te phenava tumenge, tume chi pachan;",uedin,16,17,1.0625
,"şi dacă vă voi întreba, nu-Mi veţi răspunde, nici nu-Mi veţi da drumul.","Ai te phushav tumen, tume chi den atweto, vai mek ma te zhav.",uedin,13,13,1.0
,"Deacum încolo, Fiul omului va şedea la dreapta puterii lui Dumnezeu.``","Dakanara O Shav le Manushesko beshel pe rik e chachi, kai si e putiera le Devleski.""",uedin,11,16,1.4545454545454546
,"Toţi au zis: ,,Eşti Tu dar Fiul lui Dumnezeu?`` Şi El le -a răspuns: ,,Aşa cum o spuneţi; da, sînt.``","Antunchi savorhe phenenas, ""Tu san O Shav le Devlesko?"" Ai wo phendia lenge, ""Tume phenen, ke sim me.""",uedin,20,18,0.9
,"Atunci ei au zis: ,,Ce nevoie mai avem de mărturie? Noi înşine am auzit -o din gura Lui.``","Ai won phende, ""Chi mai trobul ame martero! Ke ame ashundiam so wo phendia anda pesko mui.""",uedin,18,17,0.9444444444444444
,"S'au sculat toţi, şi au dus pe Isus înaintea lui Pilat.",Wushtilo savorhe ai ningerde les ka Pilate.,uedin,11,7,0.6363636363636364
,"Şi au început să -L pîrască, şi să zică: ,,Pe omul acesta l-am găsit aţîţînd neamul nostru la răscoală, oprind a plăti bir Cezarului, şi zicînd că el este Hristosul, Împăratul.``","Ai dosharenas les, phenenas, ""Kado manush rimol amaro them ai vazdelpe o narodo pe amende, ai phenel le narodoske te na pochinen ka Caesar e taksa, ai phenelas ke wo si O Kristo, ek amperato.""",uedin,31,35,1.1290322580645162
,"Pilat L -a întrebat: ,,Eşti Tu Împăratul Iudeilor?`` ,,Da``, i -a răspuns Isus, ,,sînt.``","O Pilate phushel les, ""San tu o amperato le Zhidovongo?"" O Jesus phendia leske, ""Tu mothos.""",uedin,14,16,1.1428571428571428
,"Pilat a zis preoţilor celor mai de seamă şi noroadelor: ,,Eu nu găsesc nicio vină în omul acesta.``","O Pilate phendia ka le bare rashange ai le narodoske, ""Me chi arakhav chi iek dosh ande kado manush.",uedin,18,19,1.0555555555555556
,"Dar ei stăruiau şi mai mult, şi ziceau: ,,Întărîtă norodul, şi învaţă pe oameni prin toată Iudea, din Galilea, unde a început, pînă aici.``","Numa mai xoliariko sas won, phenenas, ""Kado manush vazdel o narodos, ai sicharel kodolen kai si ande Judah, zhal de Galilee ai de katsar naichidisardia.",uedin,24,25,1.0416666666666667
,"Cînd a auzit Pilat de Galilea, a întrebat dacă omul acesta este Galilean.","Kana o Pilate ashundia e vorba ""Galilee,"" phushlia, ""Kodo manush sas Galilean?""",uedin,13,12,0.9230769230769231
,"Şi cînd a aflat că este de supt stăpînirea lui Irod, L -a trimes la Irod, care se afla şi el în Ierusalim în zilele acelea.","Kana ashundia ke O Jesus sas andai Galilee ai ke o Herod poronchilas ande Galilee, tradia les ka Herod. O Herod sas ande Jerusalem ande kodia vriama.",uedin,26,27,1.0384615384615385
,"Irod, cînd a văzut pe Isus, s'a bucurat foarte mult; căci de mult dorea să -L vadă, din pricina celor auzite despre El; şi nădăjduia să -L vadă făcînd vreo minune.","Ai kana o Herod dikhlia O Jesus, raduisailo; ke demult mangelas te dikhel les, ke ashundia but vorbi pa leste; ai mangelas te dikhel les te kerel mirakluria angla leste.",uedin,31,30,0.967741935483871
,I -a pus multe întrebări; dar Isus nu i -a răspuns nimic.,"O Herod phushlia but vorbi katar o Jesusos, numa O Jesus chi phendia leske kanchi.",uedin,12,15,1.25
