ID,Text_ro,Text_rom
Acts_27_17,"După ce au ridicat-o, au întrebuinţat mijloace de ajutor, au încins corabia cu frânghii şi, de teamă să nu cadă peste Sirta, au lăsat pânzele în jos. Astfel s-au lăsat mânaţi de vânt.","Pala so vazdine e barka, phandle e korabia rota de opral ʒi telal, dine tele ol pïnze haj mukhle pen gelde balvalǎθar, ke traśanas te na aresen p‑o kiśaj and‑o golfo Sirta."
Acts_27_18,"Fiindcă eram bătuţi foarte tare de furtună, a doua zi au început să arunce în mare încărcătura din corabie,","Vaś ke e balval marelas and‑e korabia zorales, o dujto ges astarde te ćhuden avri andar e korabia so anenas,"
Acts_27_19,"şi a treia zi, noi, cu mâinile noastre, am lepădat uneltele corabiei.",haj and‑o trinto ges ćhudine penqe vastença vi ol bukǎ la korabiaqe.
Acts_27_20,"Soarele şi stelele nu s-au văzut mai multe zile, şi furtuna era aşa de puternică, încât la urmă pierdusem orice nădejde de scăpare.","O kham haj ol ćerxenǎ na maj dikhlile maj but gesa, haj e bari balval kaj marelas ande amenθe sas kadja de zorali, ke na maj sas amen nići jekh speranca ke xastrasa."
Acts_27_21,"Oamenii nu mâncaseră de multă vreme. Atunci, Pavel s-a sculat în mijlocul lor şi a zis: „Oamenilor, trebuia să mă ascultaţi şi să nu fi pornit cu corabia din Creta, ca să fi scăpat de această primejdie şi de această pagubă.","Vaś ke na xalǎmas de but vremǎ, o Pavel vazdinǎs pes maśkar lenθe haj phendǎs: — Manuśalen, trebulas te kanden man haj te na telǎren andar e insula Kreta, haj atunći na maj avelas kadava pharipen tumença haj kadava xasaripen."
Acts_27_22,"Acum, vă sfătuiesc să fiţi cu voie bună, pentru că niciunul din voi nu va pieri şi nu va fi altă pierdere decât a corabiei.","Akana dav tumenqe jekh sfato, te astaren zor, vaś ke na merela nići jekh manuś; numaj e korabia kerdǒla kotora."
Acts_27_23,Un înger al Dumnezeului al căruia sunt eu şi căruia Îi slujesc mi s-a arătat azi-noapte,"O Del kasqo me sem haj savesqe sluźiav Lesqe, bićhaldǎs jekhe ïnʒeros savo sikavdilo manqe arǎt"
Acts_27_24,"şi mi-a zis: ‘Nu te teme, Pavele, tu trebuie să stai înaintea Cezarului şi iată că Dumnezeu ţi-a dăruit pe toţi cei ce merg cu corabia împreună cu tine.’","haj phendǎs manqe: «Na traśa, Pavelona! Tu si te beśes angla o ćezaro haj dikh ke anda tuθe o Del xastravela savorre manuśen kaj si p‑e korabia tuça.»"
Acts_27_25,"De aceea, oamenilor, liniştiţi-vă, căci am încredere în Dumnezeu că se va întâmpla aşa cum mi s-a spus.","Anda kodoja, manuśalen, na traśan, ke me pakǎv and‑o Del ke avela kadja sar phendǎs manqe!"
Acts_27_26,Dar trebuie să dăm peste un ostrov.”,Ama si te avas ingerde pe jekh insula. E korabia aresel and‑e insula Malta
Acts_27_27,"În noaptea a paisprezecea, pe când eram împinşi încoace şi încolo cu corabia pe Marea Adriatică, pe la miezul nopţii, marinarii au bănuit că se apropie de pământ.","And‑e deśuśtarto rǎt de kana samas phiravde p‑o ⌞Baro Pani⌟ Adriatika, k‑o maśkar la ratǎqo, ol korabierǎ pakǎjle ke e śuki phuv si paśe."
Acts_27_28,"Au măsurat adâncimea apei şi au găsit douăzeci de stânjeni; au mers puţin mai departe, au măsurat-o din nou şi au găsit cincisprezece stânjeni.","Mäsurisarde sode si ʒi tele haj dikhle ke si kam saranda metrǎ. Maj dur jekh cïra, mäsurisarde palem haj sas kam trǎnda metrǎ."
Acts_27_29,"De teamă să nu se lovească de stânci, au aruncat patru ancore înspre cârma corabiei şi doreau să se facă ziuă.","Traśaθar te na aresen p‑ol barra, mukhle tele śtar ankore k‑e paluni rig la korabiaqi haj ruginas pen te gesǒl."
Acts_27_30,"Dar, deoarece corăbierii căutau să fugă din corabie şi slobozeau luntrea în mare, sub cuvânt că ar vrea să arunce ancorele înspre partea dinainte a corabiei,","Ama ol korabierǎ kamenas te naśen andar e korabia haj mukhenas tele e barka le xastravimasqi and‑o pani, phenindoj ke trebul te mukhen tele okolaver ankore kaj beśen and‑e angluni rig la korabiaqi."
Acts_27_31,"Pavel a zis sutaşului şi ostaşilor: „Dacă oamenii aceştia nu vor rămâne în corabie, nu puteţi fi scăpaţi.”","Ama o Pavel phendǎs le sutaśosqe haj le soldacenqe: — Kana kadala manuśa na aćhen and‑e korabia, tume n‑aśtin te aven xastrame!"
Acts_27_32,"Atunci, ostaşii au tăiat funiile luntrii şi au lăsat-o să cadă.","Atunći, ol soldacǎ ćhinde ol śele la barkaqe haj mukhle la te perel ⌞and‑o pani⌟."
Acts_27_33,"Înainte de ziuă, Pavel a rugat pe toţi să mănânce şi a zis: „Astăzi sunt paisprezece zile de când staţi mereu de veghe şi n-aţi luat nimic de mâncare în gură.","Maj anglal te gesǒl, o Pavel rugisardǎs savorren te xan, phenindoj: — Ages si o deśuśtarto ges de kana sa aźukeren haj na xalen khanći."
Acts_27_34,"De aceea, vă rog să mâncaţi, căci lucrul acesta este pentru scăparea voastră şi nu vi se va pierde niciun păr din cap.”","Anda kodoja, rugiv tumen te xan kaś te ʒiven, ke nijekh firo balesqo andar tumaro śero na xasardǒla."
Acts_27_35,"După ce a spus aceste vorbe, a luat pâine, a mulţumit lui Dumnezeu înaintea tuturor, a frânt-o şi a început să mănânce.","Pala so phendǎs kadala dume, lilǎs manro, naisardǎs le Devlesqe anglal savorre manuśenθe, phaglǎs o manro haj astardǎs te xal."
Acts_27_36,Toţi s-au îmbărbătat atunci şi au luat şi ei de au mâncat.,"Atunći, savorre astarde zor haj xale vi von."
Acts_27_37,În corabie eram de toţi două sute şaptezeci şi şase de suflete.,And‑e korabia samas duj śela eftavardeś haj śov manuśa.
Acts_27_38,"După ce s-au săturat, au uşurat corabia, aruncând grâul în mare.","Pala so von ćajlǎrde pen, lokhǎrde e korabia, ćhudindoj o giv and‑o pani."
Acts_27_39,"Când s-a făcut ziuă, n-au cunoscut pământul, dar au văzut de departe un golf, care avea maluri nisipoase, şi au hotărât să împingă corabia într-acolo, dacă va fi cu putinţă.","Kana gesilo, von na prinʒarde o than, ama dikhle jekh golfo kaj sas les jekh malo kiśajalo haj phende ke avela miśto te ʒan la korabiaça karing othe, te daśtilas pes."
Acts_27_40,"Au tăiat ancorele, ca să le slobozească în mare, şi au slăbit în acelaşi timp funiile cârmelor, apoi au ridicat ventrila cea mică după suflarea vântului şi s-au îndreptat spre mal.","Ćhinde ol ankore haj mukhle len and‑o pani. Von putarde sa atunći vi ol śele le kïrmenqe ⌞kaś te aśtin te ʒan kaj kamen⌟ haj pala kodoja, vazdine e pïnza kaj sas anglal, kaj e balval te spidel e korabia, haj gele karing o malo."
Acts_27_41,"Dar au dat peste o limbă de pământ, unde s-a înfipt corabia, şi partea dinainte a corabiei s-a împlântat şi stătea neclintită, pe când partea dinapoi a început să se rupă de izbitura valurilor.",Ama von gele and‑o kiśaj kaj sas telal o pani haj e korabia aćhili p‑o than. E angluni rig aćhili and‑o kiśaj bi te miśkil pes haj e paluni rig xurdǒlas dini dab le valurenθar.
Acts_27_42,"Ostaşii au fost de părere să omoare pe cei întemniţaţi, ca să nu scape vreunul prin înot.","Ol soldacǎ kamenas te mudaren kodolen kaj sas phandavde, kaś te na skapil nijekh najindoj."
Acts_27_43,"Sutaşul însă, care voia să scape pe Pavel, i-a oprit de la gândul acesta. A poruncit ca cei ce pot înota să se arunce de pe corabie în apă şi să iasă cei dintâi la pământ,","Ama o sutaśo, kaj kamelas te xastravel le Pavelos, rimosardǎs lenqo plano. Vov dinǎs porunka kaj kodola kaj daśtin te najon te ćhuden pen and‑o pani haj te ʒan k‑o malo."
Acts_27_44,"iar ceilalţi să se aşeze unii pe scânduri, iar alţii pe frânturi de corabie, şi aşa s-a făcut că au ajuns toţi teferi la uscat.",Haj okolaver ⌞te xastraven pen sar daśtin⌟: varesave p‑ol phalǎ haj varesave p‑aver kotora andar e korabia. Kadja kerdǎs pes ke aresle savorre sasteveste k‑o malo.
Acts_28_1,"După ce am scăpat de primejdie, am aflat că ostrovul se chema Malta.","Pala so xastrajlǎm ⌞andar o baro pani⌟, aśundǎm ke e insula bućholas Malta."
Acts_28_2,"Barbarii ne-au arătat o bunăvoinţă puţin obişnuită, ne-au primit pe toţi la un foc mare, pe care-l aprinseseră din pricină că ploua şi se lăsase un frig mare.","Ol manuśa kaj beśenas othe phiravde pen amença śukar zorales. Von alavde e jag haj lile amen savorren penθe, anda kodoja ke astardǎsas te del briśind haj sas śil."
Acts_28_3,Pavel strânsese o grămadă de mărăcini şi-i pusese pe foc; o năpârcă a ieşit afară din pricina căldurii şi s-a lipit de mâna lui.,"O Pavel kidinǎs jekh drez krange śuke haj kana ćhutǎs len p‑e jag, jekh vipera inklistǎs andar lenθe vaś ke sas tatipen haj astardǎs pes k‑o vast lesqo."
Acts_28_4,"Barbarii, când au văzut năpârca spânzurată de mâna lui, au zis unii către alţii: „Cu adevărat, omul acesta este un ucigaş, căci Dreptatea nu vrea să-l lase să trăiască, măcar că a fost scăpat din mare.”","Ol manuśa andar kodova than, kana dikhle le sapes sar beśelas umblavdo k‑o vast lesqo, phende jekh avresqe: — Ćaćes ke kadava manuś mudardǎs varekas, anda kodoja ke, vi ke vov xastrajlo sastevesto andar o baro pani, e zeica le ćaćimasqi na mukhel les te ʒivel."
Acts_28_5,Pavel a scuturat năpârca în foc şi n-a simţit niciun rău.,"Haj o Pavel izdravdǎs pesqo vast haj ćhudinǎs le sapes and‑e jag haj n‑as khanći le Paveloça,"
Acts_28_6,"Oamenii aceia se aşteptau să-l vadă umflându-se sau căzând deodată mort, dar, după ce au aşteptat mult şi au văzut că nu i se întâmplă niciun rău, şi-au schimbat părerea şi ziceau că este un zeu.","ama von aźukerenas pen te śuvlǒl vaj te perel mulo p‑o than. Ama pala so von aźukerde but haj dikhle ke na‑i lesqe khanći, paruvde penqi gogi haj phenenas ke si jekh devel."
Acts_28_7,"În împrejurimi erau moşiile mai-marelui ostrovului, numit Publius. El ne-a primit şi ne-a ospătat cu cea mai mare bunăvoinţă, trei zile.","Na dur lenθar sas ol thana le maj baresqe la insulaqo, kaj bućholas Publiu. Vov lilǎs amen pesθe trin gesa haj phiravdǎs pes but miśto amença."
Acts_28_8,"Tatăl lui Publius zăcea atunci în pat, bolnav de friguri şi de urdinare. Pavel s-a dus la el, s-a rugat, a pus mâinile peste el şi l-a vindecat.","O dad le Publiosqo beśelas nasfalo k‑o pato, lesqo trupo phabolas haj sas les dizenteria. O Pavel gelo lesθe, rugisardǎs pes, thodǎs pesqe vasta opral lesθe haj sastǎrdǎs les."
Acts_28_9,Atunci au venit şi ceilalţi bolnavi din ostrovul acela şi au fost vindecaţi.,Atunći astarde te aven vi okolaver nasfale kaj sas p‑e insula haj sas sastǎrde.
Acts_28_10,"Ni s-a dat mare cinste şi, la plecarea noastră cu corabia, ne-au dat tot ce ne trebuia pentru drum.","Von but dine amen pakǐv haj kana sas te telǎras, dine amen sǎ so trebulas amen. O Pavel resel k‑e Roma"
Acts_28_11,"După o şedere de trei luni, am pornit cu o corabie din Alexandria, care iernase în ostrov şi care purta semnul Dioscurilor.",Pala trin ćhona telǎrdǎm jekhe korabiaça kaj avili andar e ćetatǎ Aleksandria haj beślǎs savorro ivend p‑e insula. P‑e korabia sas o semno le develenqo Kastor haj Poluks.
Acts_28_12,Am ajuns la Siracusa şi am rămas acolo trei zile.,"Areslǎm and‑e ćetatǎ Sirakuza, kaj aćhilǎm trin gesa."
Acts_28_13,"De acolo, am mers înainte, pe lângă coastă şi am venit la Regio, iar a doua zi, fiindcă sufla vântul de miazăzi, după două zile, am venit la Puzole,","Othar vazdinǎm e ankora haj areslǎm and‑e ćetatǎ Reʒio. Vaś ke o dujto ges astardǎs te marel e balval katar o sudo, pala duj gesa areslǎm and‑o porto Puzole."
Acts_28_14,"unde am dat peste nişte fraţi, care ne-au rugat să mai rămânem şapte zile cu ei. Şi aşa am ajuns la Roma.",Kathe arakhlǎm varesode phralen haj phenǎn kaj rugisarde amen te aćhas lença efta gesa. Haj pala kadaja gelǎm telal karing e Roma.
Acts_28_15,"Din Roma ne-au ieşit înainte, până în „Forul lui Apiu” şi până la „Cele Trei Cârciumi”, fraţii, care auziseră despre noi. Când i-a văzut Pavel, a mulţumit lui Dumnezeu şi s-a îmbărbătat.","Ol phrala haj ol phenǎ andar e Roma aśunde ke avas haj avile angla amenθe ʒi k‑o Foro le Apiosqo haj ʒi k‑o gavorro Trin Taverne. Kana dikhlǎs len, o Pavel naisardǎs le Devlesqe haj astardǎs kuraźo."
Acts_28_16,"Când am ajuns la Roma, sutaşul a dat pe cei întemniţaţi căpitanului străjerilor palatului, iar lui Pavel i s-a îngăduit să rămână într-un loc deosebit, cu un ostaş care-l păzea.","Kana areslǎm k‑e Roma, ⌞⌞o sutaśo dinǎs le phandavden k‑o komandanto la tabëraqo⌟⌟ haj o Pavel sas mukhlo te beśel rigaθe ande jekh kher, jekhe soldatoça kaj pazilas les. O Pavel phenel pa o Isus and‑e Roma"
Acts_28_17,"După trei zile, Pavel a chemat pe mai-marii iudeilor şi, când s-au adunat, le-a zis: „Fraţilor, fără să fi făcut ceva împotriva norodului sau obiceiurilor părinţilor noştri, am fost băgat la închisoare în Ierusalim şi de acolo am fost dat în mâinile romanilor.","Pala trin gesa, o Pavel akhardǎs le maj baren le judeenqe haj, pala so kidine pen, phendǎs lenqe: — Phralalen, bi te kerav vareso kontra amare poporosqi vaj kontra le obićejurenqi katar amare anglune dada, and‑o Jerusalim somas dino and‑ol vasta le romanenqe te ovav phandavdo."
Acts_28_18,"După ce m-au supus la cercetare, ei aveau de gând să-mi dea drumul, pentru că nu era în mine nicio vină vrednică de moarte.","Pala so rodine so si mança, von kamenas te den mirro drom, anda kodoja ke n‑as man nići jekh doś merimasqi."
Acts_28_19,"Dar iudeii s-au împotrivit şi am fost silit să cer să fiu judecat de Cezar, fără să am de altfel niciun gând să pârăsc neamul meu.","Ama ol bare le judeenqe thode pen kontra. Vaś koja trebusajlǎs te mangav te krisinil man o ćezaro, haj na vaś ke kamavas te dośarav mirre poporos."
Acts_28_20,"De aceea, v-am chemat să vă văd şi să vorbesc cu voi, căci din pricina nădejdii lui Israel port eu acest lanţ.”",Anda kadaja kamlem te dikhav tumen haj te das duma. Me som phanglo źanźirença vaś ke pakǎv and‑e speranca le Israelosqi .
Acts_28_21,Ei i-au răspuns: „Noi n-am primit din Iudeea nicio scrisoare cu privire la tine şi n-a venit aici niciun frate care să fi spus sau să fi vorbit ceva rău despre tine.,Von dine les anglal: — Ame na primisardǎm andar e Judea nići jekh lilorro pa tuθe haj nići na avilo nići jekh phral savo te phenel amenqe vareso nasul pa tuθe.
Acts_28_22,"Dar am vrea să auzim părerea ta, pentru că ştim că partida aceasta pretutindeni stârneşte împotrivire.”","Ama kamas te aśunas tuθar so pakǎs, anda kodoja ke ame ʒanas ke ande savorre thana del pes duma kontra kadale sektaqi."
Acts_28_23,"I-au hotărât o zi şi au venit mai mulţi la locuinţa lui. Pavel le-a vestit Împărăţia lui Dumnezeu, le-a adus dovezi şi a căutat să-i încredinţeze, prin Legea lui Moise şi prin Proroci, despre lucrurile privitoare la Isus. Vorbirea ţinea de dimineaţă până seara.","Thode le Paveloça jekh ges haj avile maj but manuśa lesθe khere. Vov phendǎs lenqe pa o Thagaripen le Devlesqo, de derano ʒi rǎte. Vov zumavdǎs la Leʒǎça le Mojsǎsqi haj le lilença le prooroćenqe te kerel len te pakǎn pa o Isus ⌞ke si o Mesia⌟."
Acts_28_24,"Unii au crezut ce le spunea el, iar alţii n-au crezut.","Varesave andar lenθe mukhle pen kovlǎrde sosθar phendǎs vov, ama aver na pakǎjle."
Acts_28_25,"Fiindcă ei au plecat acasă în neînţelegere unii cu alţii, Pavel n-a adăugat decât aceste vorbe: „Bine a spus Duhul Sfânt prin prorocul Isaia către părinţii voştri,","Vaś ke na xakǎrenas pen jekh avreça, von telǎrde haj o Pavel maj phendǎs lenqe numaj kadja: — Miśto phendǎs o Somnal Duho pa tumare anglune dada pande o prooroko Isaja:"
Acts_28_26,"când a zis: ‘Du-te la poporul acesta şi zi-i: «Veţi auzi cu urechile voastre, şi nu veţi înţelege; cu ochii voştri veţi privi, şi nu veţi vedea.","« Ʒa k‑o poporo kadava haj phen lenqe: sa aśunena haj na xakǎrena, sa haj na dikhena."
Acts_28_27,"Căci inima acestui norod s-a împietrit; ei aud greu cu urechile, şi-au închis ochii, ca nu cumva să vadă cu ochii, să audă cu urechile, să înţeleagă cu inima, să se întoarcă la Dumnezeu şi să-i vindec.»’","Vaś ke o ilo kadale poporosqo kerdilo sar barr: Le kanença phares aśunde, haj phandavde penqe jakha, kaś te na dikhen le jakhença, te na aśunen le kanença, te na xakǎren le ileça haj te na bolden pen Manθe te sastǎrav len. »"
Acts_28_28,Să ştiţi dar că mântuirea aceasta a lui Dumnezeu a fost trimisă neamurilor şi o vor asculta.”,Ama te ʒanen ke o Del kamel te xastravel le nejudeen haj von kandena Les.
Acts_28_29,"Când a zis aceste vorbe, iudeii au plecat, vorbind cu aprindere între ei.","⌞⌞Pala so phendǎs lenqe kadala dume, ol judea telǎrde haj xanas pen jekh avreça.⌟⌟"
Acts_28_30,"Pavel a rămas doi ani întregi într-o casă pe care o luase cu chirie. Primea pe toţi care veneau să-l vadă,",O Pavel aćhilo duj berśa and‑jekh kher kaj pokinelas te beśel ande lesθe haj primilas savorren kaj avenas lesθe.
Acts_28_31,"propovăduia Împărăţia lui Dumnezeu şi învăţa pe oameni, cu toată îndrăzneala şi fără nicio piedică, cele privitoare la Domnul Isus Hristos.",Vov phenelas pa o Thagaripen le Devlesqo haj siklǎrelas le manuśen pa o Raj o Isus Hristos bi daraqo haj nikon na kerelas les te aćhol andar o muj.
Geneza_1_1,"La început, Dumnezeu a făcut cerurile şi pământul.","Maj anglal kaj savorre bukǎ te aven kerde, o Del kerdǎs ol ćerurǎ haj e phuv."
Geneza_1_2,"Pământul era pustiu şi gol; peste faţa adâncului de ape era întuneric, şi Duhul lui Dumnezeu Se mişca pe deasupra apelor.","N-as khanći p-e phuv haj e phuv sas nangi. Opral o pani sas tunǎriko, haj o Duho le Devlesqo phirelas opral o pani."
Geneza_1_3,Dumnezeu a zis: „Să fie lumină!” Şi a fost lumină.,O Del phendǎs: — Te avel dud! Haj kerdilǎs dud.
Geneza_1_4,Dumnezeu a văzut că lumina era bună şi Dumnezeu a despărţit lumina de întuneric.,O Del dikhlǎs ke e dud si laćhi haj dǎs rigaθe e dud katar o tunǎriko.
Geneza_1_5,"Dumnezeu a numit lumina zi, iar întunericul l-a numit noapte. Astfel, a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua întâi.",O Del phendǎs la dudaqe „ges” haj le tunǎrikosqe phendǎs lesqe „rǎt”. Haj sas jekh rǎt haj sas jekh texarin: o jekhto ges.
Geneza_1_6,Dumnezeu a zis: „Să fie o întindere între ape şi ea să despartă apele de ape.”,O Del phendǎs: — Te avel jekh zinzaripen maśkar ol pană kaj te del ande dujenθe ol pană.
Geneza_1_7,"Şi Dumnezeu a făcut întinderea, şi ea a despărţit apele care sunt dedesubtul întinderii de apele care sunt deasupra întinderii. Şi aşa a fost.","Haj o Del kerdǎs o zinzaripen haj dinǎs ande dujenθe: o pani savo sas telal, le paněsθar savo sas opral. Haj kadja sas."
Geneza_1_8,"Dumnezeu a numit întinderea cer. Astfel, a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua a doua.",O Del phendǎs kadale zinzarimasqe „ćeri”. Haj sas jekh rǎt haj sas jekh texarin: o dujto ges.
Geneza_1_9,Dumnezeu a zis: „Să se strângă la un loc apele care sunt dedesubtul cerului şi să se arate uscatul!” Şi aşa a fost.,O Del phendǎs: — Te kiden pen ande jekh than ol panǎ save si tal-o ćeri haj te sikavdǒl o śukipen! — Haj kadja sas.
Geneza_1_10,"Dumnezeu a numit uscatul pământ, iar grămada de ape a numit-o mări. Dumnezeu a văzut că lucrul acesta era bun.","O Del phendǎs le śukimasqe „phuv”, haj le paněnqe phendǎs lenqe „bare panǎ”. Haj o Del dikhlǎs ke so kerdǎs si laćho."
Geneza_1_11,"Apoi Dumnezeu a zis: „Să dea pământul verdeaţă, iarbă cu sămânţă, pomi roditori, care să facă rod după soiul lor şi care să aibă în ei sămânţa lor pe pământ.” Şi aşa a fost.",Pala kadaja o Del phendǎs: — Te del e phuv savorre feloja zelenimata: tikne plante save te keren sämïnca haj rukha save te keren rodo sämïncaça ande lesθe. Haj kadja sas.
Geneza_1_12,"Pământul a dat verdeaţă, iarbă cu sămânţă după soiul ei şi pomi care fac rod şi care îşi au sămânţa în ei, după soiul lor. Dumnezeu a văzut că lucrul acesta era bun.","E phuv dinǎs zelenimata: savorre feloja plante tikne save keren sämïnca, haj savorre feloja rukha, save den rodo sämïncaça ande lesθe. O Del dikhlǎs ke so kerdǎs si laćho."
Geneza_1_13,"Astfel, a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua a treia.",Haj sas jekh rǎt haj sas jekh texarin: o trinto ges.
Geneza_1_14,"Dumnezeu a zis: „Să fie nişte luminători în întinderea cerului, ca să despartă ziua de noapte; ei să fie nişte semne care să arate vremurile, zilele şi anii","O Del phendǎs: — Te aven niśte duda p-o ćeri, kaś te den rigaθe o ges katar e rǎt haj te sikaven kana avena ol vremurǎ, ol gesa haj ol berśa."
Geneza_1_15,"şi să slujească de luminători în întinderea cerului, ca să lumineze pământul.” Şi aşa a fost.",Te aven duda p-o ćeri kaś te dudǎren e phuv! Haj kadja sas.
Geneza_1_16,"Dumnezeu a făcut cei doi mari luminători, şi anume: luminătorul cel mai mare, ca să stăpânească ziua, şi luminătorul cel mai mic, ca să stăpânească noaptea; a făcut şi stelele.","O Del kerdǎs ol duj bare duda — e maj bari dud, ⌞o kham⌟, kaś te avel o maj baro le gesesqo, haj e maj tikni dud, ⌞o ćhonut⌟, kaś te avel o maj baro la ratǎqo — haj ol ćerxaja."
Geneza_1_17,"Dumnezeu i-a aşezat în întinderea cerului, ca să lumineze pământul,","Thodǎs len p-o ćeri, kaś te dudǎren e phuv,"
Geneza_1_18,să stăpânească ziua şi noaptea şi să despartă lumina de întuneric. Dumnezeu a văzut că lucrul acesta era bun.,"te aven ol maj zorale opral o ges haj opral e rǎt, haj te den rigaθe e dud katar o tunǎriko. Haj o Del dikhlǎs ke so kerdǎs si laćho."
Geneza_1_19,"Astfel, a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua a patra.",Haj sas jekh rǎt haj sas jekh texarin: o śtarto ges.
Geneza_1_20,Dumnezeu a zis: „Să mişune apele de vieţuitoare şi să zboare păsări deasupra pământului pe întinderea cerului.”,"O Del phendǎs: — Te aven ol panǎ pherde bute maćhença haj avre ʒivimatença, haj ćiriklǎ te xurǎn opral e phuv, p-o ćeri!"
Geneza_1_21,"Dumnezeu a făcut peştii cei mari şi toate vieţuitoarele care se mişcă şi de care mişună apele, după soiurile lor; a făcut şi orice pasăre înaripată după soiul ei. Dumnezeu a văzut că erau bune.",O Del kerdǎs ol bare sapa paněsqe haj pherdǎs o pani savorre feloja ʒivimatença kaj phiren ande lesθe. Kerdǎs vi savorre feloja ćiriklǎ kaj xurǎn. O Del dikhlǎs ke so kerdǎs si laćho.
Geneza_1_22,"Dumnezeu le-a binecuvântat şi a zis: „Creşteţi, înmulţiţi-vă şi umpleţi apele mărilor; să se înmulţească şi păsările pe pământ.”","Vov binekuvintisardǎs len, phenindoj: — Keren tumen but haj pheren ol bare panǎ, haj ol ćiriklǎ te keren pen but p-e phuv."
Geneza_1_23,Astfel a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua a cincea.,Haj sas jekh rǎt haj sas jekh texarin: o panʒto ges.
Geneza_1_24,"Dumnezeu a zis: „Să dea pământul vieţuitoare după soiul lor; vite, târâtoare şi fiare pământeşti după soiul lor.” Şi aşa a fost.","O Del phendǎs: — E phuv te del savorre feloja animalǎ: kheresqe animalǎ, animalǎ kaj cïrden pen p-e phuv haj veśesqe animalǎ kaj beśen p-e phuv! Haj kadja sas."
Geneza_1_25,"Dumnezeu a făcut fiarele pământului după soiul lor, vitele după soiul lor şi toate târâtoarele pământului după soiul lor. Dumnezeu a văzut că erau bune.","O Del kerdǎs savorre feloja veśesqe animalǎ kaj beśen p-e phuv, savorre feloja animalǎ kheresqe haj savorre feloja animalǎ kaj cïrden pen p-e phuv. Haj o Del dikhlǎs ke so kerdǎs si laćho."
Geneza_1_26,"Apoi Dumnezeu a zis: „Să facem om după chipul Nostru, după asemănarea Noastră; el să stăpânească peste peştii mării, peste păsările cerului, peste vite, peste tot pământul şi peste toate târâtoarele care se mişcă pe pământ.”","Pala kadaja o Del phendǎs: — Te keras manuśes pala sar sam Ame, te miazol Amença. Vov te ovel o maj baro opral ol maćhe andar o pani, opral ol ćiriklǎ kaj xurǎn p-o ćeri, opral savorre veśesqe animalǎ, opral sǎ e phuv haj opral savorre animalǎ kaj cïrden pen p-e phuv.”"
Geneza_1_27,"Dumnezeu a făcut pe om după chipul Său, l-a făcut după chipul lui Dumnezeu; parte bărbătească şi parte femeiască i-a făcut.",O Del kerdǎs le manuśes pala sar si Vov. Pala sar si o Del kerdǎs le manuśes: murś haj ʒuvli kerdǎs len.
Geneza_1_28,"Dumnezeu i-a binecuvântat şi Dumnezeu le-a zis: „Creşteţi, înmulţiţi-vă, umpleţi pământul şi supuneţi-l şi stăpâniţi peste peştii mării, peste păsările cerului şi peste orice vieţuitoare care se mişcă pe pământ.”","O Del binekuvintisardǎs len haj phendǎs lenqe: — Keren tumen but, pheren e phuv haj aven ol maj bare opral laθe. Aven ol maj bare opral ol maćhe andar o pani, ol ćiriklǎ kaj xurǎn p-o ćeri haj savorre animalǎ save phiren p-e phuv!"
Geneza_1_29,Şi Dumnezeu a zis: „Iată că v-am dat orice iarbă care face sămânţă şi care este pe faţa întregului pământ şi orice pom care are în el rod cu sămânţă: aceasta să fie hrana voastră.,"Haj o Del maj phendǎs lenqe: — Ita, dinǒm tumen savorre tikne plante sämïncaça, save si p-e sǎ e phuv haj orso rukh saves si les rodo sämïncaça ande lesθe: kadava te avel tumaro xaben!"
Geneza_1_30,"Iar tuturor fiarelor pământului, tuturor păsărilor cerului şi tuturor vietăţilor care se mişcă pe pământ, care au în ele o suflare de viaţă, le-am dat ca hrană toată iarba verde.” Şi aşa a fost.","Haj savorre animalenqe veśesqe save si p-e phuv, savorre ćiriklǎnqe kaj xurǎn p-o ćeri, haj savorre animalenqe kaj cïrden pen p-e phuv, haj save ʒiven, dinem lenqe savorre zeleno plante te xan len. Haj kadja sas."
Geneza_1_31,"Dumnezeu S-a uitat la tot ce făcuse şi iată că erau foarte bune. Astfel, a fost o seară şi apoi a fost o dimineaţă: aceasta a fost ziua a şasea.","O Del dikhlǎs sǎ so kerdǎsas. Haj ita, sas but laćho. Haj sas jekh rǎt haj sas jekh texarin: o śovto ges."
Geneza_2_1,Astfel au fost sfârşite cerurile şi pământul şi toată oştirea lor.,Kadja sas kerde ol ćerurǎ haj e phuv haj sǎ so si ande lenθe.
Geneza_2_2,"În ziua a şaptea, Dumnezeu Şi-a sfârşit lucrarea pe care o făcuse şi în ziua a şaptea S-a odihnit de toată lucrarea Lui pe care o făcuse.","Ʒi and-o eftato ges, o Del agordǎs e buki kaj kerdǎsas la, haj and-o eftato ges hodinisardǎs Pes pala so kerdǎs savorre bukǎ."
